id,documento
648,Background: Nursing and midwifery education have comparatively recently moved into academia in Ireland. In 2002. nurse tutors who were qualified to Master's degree level assimilated into the third-level sector. Only 11 of the 35 staff (31{\%}) in one university School held. or were undertaking. a PhD. In 2006. children's nursing and midwifery tutors also moved into third-level institutions. The culture of all assimilating tutors was focussed on teaching. rather than research.Objectives: The School set ambitious plans to develop the research abilities of all academics. setting the goal that 75{\%} of academic staff would either hold. or be undertaking. a PhD by 2010. Objectives were also set to increase external research funding. peer-reviewed publications and conference presentations.Methods: A combination of sabbatical leaves. student stipends and periods of reduced teaching load was introduced to provide staff with protected time for doctoral studies. Funding for conference and research expenses was provided. based on the previous year's research output of publications. conference presentations and external funding submissions.Results: By October 2010. 79{\%} of the 66 School staff either had (n = 23). or were conducting (n = 29). PhDs. surpassing goals set. Peer-reviewed publications and conference presentations had increased by {\textgreater}20{\%} per year and external research funding totalled (sic)6.351.101 for the previous 5 years.Conclusions: Strong research leadership. generous support and liberal encouragement can change a predominantly teaching-focussed culture to one of academic research excellence. This increase in research expertise will lead to better patient/client care and improved education of nursing and midwifery students. (C) 2013 Elsevier Ltd. All rights reserved. PU  - CHURCHILL LIVINGSTONE PI  - EDINBURGH PA  - JOURNAL PRODUCTION DEPT. ROBERT STEVENSON HOUSE. 1-3 BAXTERS PLACE. LEITH WALK. EDINBURGH EH1 3AF. MIDLOTHIAN. SCOTLAND
649,Literature indicates that the academic work role and. by implication. academics suffer tremendous pressure and that this role will probably be difficult to maintain and sustain in future. This is the result of numerous external and internal influences within and outside of higher education. The internal and external aspects impacting on higher education should. however not be regarded in isolation. since there is a systemic interdependence between these aspects which collectively form and dominate the current higher education environment.External aspects which currently influence the academic work role and will continue to do so in future. include globalisation and the increased application of advanced information technology and technology within all aspects of higher education. Literature also indicates a shift in higher education from institutions that were primarily the domain of the elite to institutions that strive to admit a greater variety and larger numbers of students who do not necessarily possess the required academic foundation. The increasing competition among institutions in order to ensure survival and financial sustainability contributes to the fact that - like all other organisations - higher education institutions (and by implication academics) continually have to pay attention to the changing needs and requirements of their primary clients. namely the labour sector students. and governments. Maintaining and ensuring ongoing quality are currently high on the agenda of higher education and most higher education institutions. Implementing and ensuring quality in higher education institutions relate to and address all aspects of higher education. including curriculum development. teaching and research - all of which must be managed by academics.The academic work role is. however not only influenced by external realities. but also by various internal realities. One of the primary aims of any higher education institution is making available and establishing high quality teaching and learning experiences for its students. Academic staff members are primarily responsible for establishing and managing these aspects and learning environments. However the way in which teaching and learning takes place is influenced by numerous aspects. including higher student numbers as a result of among other things. greater accessibility and the incorporation of technology (as previously mentioned). Literature indicates that research. which is one of the core tasks of any academic. may be under pressure as a result of among other things. the absence of resources and structures. In addition academics complain about a lack of time to do research because other tasks have to be undertaken concurrently. Yet research is regarded as the most important criterion whereby academics obtain stature and promotion. In addition to teaching and research responsibilities. the work pressure of academics is increased due to further responsibilities in the form of increased community service. and administration and entrepreneurial activities. Although administrative responsibilities form apart of the non-core activities of academics. they require additional time and inputs in an already complex work environment.In order to address the preceding dilemmas resulting from the internal and external realities. part-time teaching staff members are appointed to decrease the teaching load of full-time appointed academic personnel. Although temporary teaching staff members are utilised. full-time academics still bear the supervisory responsibilities and carry the administrative load associated with this type of appointment by higher education institutions.Higher education institutions - more so than any other organisation - depend on the intellectual abilities and the commitment of academic staff. The intellectual and creative abilities of this group largely determine the existence and sustainability of higher education institutions. The preceding changes and re
650,The main focus of this study is to explore the basics on the discrete Fourier transform (DFT) strongly. This article exemplifies few important fundamental concepts behind DFT with a hands-on approach. The understanding signal frequencies in terms of the sampling frequency (Fs) of the discrete-time system with many examples are detailed with interestingly. This one will establish a thorough knowledge to design digital filters appropriately. Also. a few more tips and tricks such as the DFT of the repeated sequence and spectral leakage are demonstrated with examples clearly using the Matlab R2016b tool. The computer-based learning style helps the student community a lot to apply and explore their mind in recent and innovative digital signal processing (DSP) applications. This kind of study motivates student group with self-learning and hence reducing the teaching load. PU  - IEEE PI  - NEW YORK PA  - 345 E 47TH ST. NEW YORK. NY 10017 USA
651,The purpose of this study is to identify the barriers of university and industry cooperation and to develop recommendations for the internal ecosystem of technology commercialization. The research method used is a survey of three categories of experts from 9 universities of Almaty (researchers. technology transfer managers. spin-off-owners). Despite the strong efforts of the government of Kazakhstan in building innovation infrastructure. there is a low level of innovation activity. less than 5{\%} of university inventions are transferred into the industry. The results of the expert survey showed that the main barriers for cooperation between university and industry are: lack of resources to build university-industry links. lack of time due to high teaching load. poor qualification of technology transfer managers and lack of networking with industry. Based on the results of the expert survey. it is proposed to develop the ecosystem for the commercialization of university-based technologies. for which the following economic activities are important: human resources. financing. intellectual property management system. and intermediary infrastructure. The results of this study can be applied in developing the strategies and policies for universities. public research organizations. as well as for national R{\&}D and higher education policies. PU  - KOREA DISTRIBUTION SCIENCE ASSOC PI  - GYEONGGI PA  - HANSHIN OFFICETEL STE 1030. 2463-4. SHINHEUNG-DONG SUJEONG-GU. SEONGNAM. GYEONGGI. 461-713. SOUTH KOREA
652,Quantifying personal teaching performance is the core of reforming the current personnel system in colleges and universities. Aiming at the existent problems in the quantitative model of teaching performance in university. this paper Restructures the model based on the principle of distribution according to the work performed. Considering the labor amount difference in teaching activities of different phases. the Formulas of Calculation for the basic value of teaching load are restructured. On the basis of the principle that the general teaching load of one college is theoretically proportional to general amount of their students. an optimum method to balance the general labor amount of difference colleges and calculate the correction coefficient. This paper also gives the manifesting form and quantifying standard of quality of teaching achievement in the quantitative model. PU  - ST PLUM-BLOSSOM PRESS PTY LTD PI  - MELBOURNE PA  - LEVEL 5-11 QUEENS RD.. MELBOURNE. VC 3004. AUSTRALIA
653,"There is no doubt that the characteristics of the pedagogical community influence the quality of school education: its problems are often associated with the effectiveness of teachers training and their professional growth. On the other hand. the quality of the school environment and the conditions of pedagogical work are important factors for both the positive education of schoolchildren and its real results. In this perspective. the effectiveness of the education system becomes apparent in comparison with similar systems. That is why the data of international empirical studies aimed at studying the quality of education today are extremely important both for the country as a whole and for its different regions. To take measures for the development of the pedagogical community of the Kirov region. we made a comprehensive analysis of the teaching staff of the regional pedagogical community. The concept is based on materials from the third international study Teaching and Learning International Survey (TALIS 2018). The purpose of this article is to compare the qualities of regional school teachers and their pedagogical practice with similar indicators in foreign countries. The author of the article. on the grounds of the comparison of working conditions. professional education and development of teachers. justifies the need for administrative decisions in personnel policy. The leading research methods here are the collection of data. obtained by questioning in maintaining feedback from teachers. analyzing the conditions of pedagogical practices. modeling and statistical processing of research results. As a result of a study conducted in 2018-2019. in which 1025 teachers of secondary schools from the Kirov region took part. the author of the article found: teachers spend. on the average. 44 astronomical hours per week to perform their duties. besides it takes urban teachers 4 hours more to make their work as compared with rural teachers, the teaching load of the younger age group teachers is 1.5 times greater than that of the older age group teachers, foreign teachers spend 6 hours a week less to perform their official duties in comparison with teachers of the Kirov region, teachers spend most of their time on individual planning. preparing for lessons. and on general administrative work. while participating in extracurricular activities and communicating with parents takes the least amount of time in the structure of official duties. The professional knowledge of teachers acquired in the process of their education is estimated below the average level from the level of full preparedness to perform their professional duties, every fifth educator notes a high interest in learning the technologies of individual teaching. teaching children with special needs and class supervision issues. The theoretical significance of the article is due to its contribution to the development of scientific ideas about the quality of school teachers in comparison with the national educational systems of other countries. Practical use of the research results allows us to build a trajectory of work with pedagogical staff based on working out and implementing a set of measures for the development of the pedagogical community of the regional educational system. PU  - PENSOFT PUBLISHERS PI  - SOFIA PA  - GEO MILEV STR 13A. SOFIA. 1111. BULGARIA"
654,"Examining mathematics performance in the PISA 2003 survey in Iceland reveals that higher performance was reached in large schools than in small schools (Kristin Bjarnadottir. 2008). This was also the case in Denmark (Egelund. 2006). Mathematics was again in the focus of PISA 2012. in which most 15-year old students in Iceland participated. When the test results were revealed in December 2013. the Icelandic testing institute was asked to divide the schools into four categories: 1-10. 11-25. 26-40 and 41-128 participating students. The numbers of schools were 36. 39. 34 and 25 respectively. The corresponding numbers of students were 192. 658. 1122 and 1537 (see Tafla 1). The results in the category of largest number of students participating in PISA 2012 were again significantly better than in other school-sizes. 504 points on average against 493 points in Iceland as a whole. and only 481 points on average in schools of 11-25 participants (see Mynd 3. Mynd 4 and Tafla 4).A questionnaire was sent to mathematics teachers in 10 schools in each of the three categories with the largest number of participants. leaving out the smallest schools. as individual school results in that category were not available from PISA 2003. A total of 63 responses were collected by telephone interviews with 25 teachers in 10 schools with 41-128 participants, 21 teachers in 9 schools with 26-40 participants, and 17 teachers in 10 schools with 11-25 participants. The corresponding numbers of participants in the chosen schools were 721. 303 and 174 respectively (see Tafla 1).The questions asked of the teachers concerned their education, their experience as mathematics teachers, their experience in teaching the group participating in PISA 2012, the proportion of mathematics teaching in their teaching assignments at the time of the survey and earlier, the textbooks they used for the PISA 2012 participants, and finally they were asked if the first upper secondary school mathematics course was an option for their students.The results did not reveal much difference in the teachers' educational background. Teachers in all categories had diverse backgrounds, the average age in each category was 48. 50 and 42 years respectively (see Tafla 3). and the majority had specialized in mathematics education through different kinds of work or degrees (see Tafla 5).Nearly all teachers in the school-group with 41-128 participants had taught the PISA 2012 participants during the academic year in question. the preceding year and many also two years earlier. but not always the same students (see Tafla 6). Thus they were closely familiar with the students as well as the teaching material that led up to PISA 2012. Many of them taught multiple sections of the same class. They therefore had more opportunities to reflect upon their teaching and reconsider their methods during the repetition than other teachers. Teachers in schools with 11-25 participating students were clearly less experienced in this area.The majority of schools in all categories could offer their students opportunities to take the first upper secondary school mathematics course (see Tafla 9). According to Shulman's (1986) theories. teachers' curriculum knowledge is important. in particular familiarity with the topics and issues that have been and will be taught in the same subject area during the preceding and later years in school. and the materials that embody them. No significant difference in the use of the two textbook series available was detected (see Tafla 10).Tafla 7 informs that the proportion of mathematics in the teaching load is highest among teachers in the largest schools. which supports Egelund's (2006) hypothesis that teachers in the largest schools have the greatest opportunities to teach the subject they are best prepared for. Furthermore. one may agree with Egelund's hypothesis that large schools offer the best possibilities of teachers' collaboration and team meetings concerning a subject are"
655,Purpose. To describe the utility of school-wide use of mission-based reporting (MBR) for medical school deans and department chairs.Method. All faculty members in the University of California. Davis. School of Medicine reported their clinical. creative. teaching. and service activities for 2000-2001 to the MBR system. The authors report on school-wide and department MBR profiles. and profiles by rank and academic series. They validate MBR by comparing individual results with actual merit actions reviewed independently by the school's academic personnel 0 committee.Results. A total of 419 faculty members (85{\%}) completed their MBR reports. The average faculty member spent considerably more than 50 hours per week fulfilling the missions of the school. and full professors and faculty members in academic series supported by state funds were the most productive in investigative and creative work. The teaching load was shared equally by all the academic ranks. although the clinician-scholars taught more than did faculty members in the other series. There was an inverse relationship between clinical load and academic rank. with the majority of the clinical work performed by junior faculty members. MBR results compared favorably with the merit review process. although MBR is not expected to replace the traditional peer review system.Conclusion. The creation of these graphic profiles and summaries is a valuable feature of MBR that would not have been possible without such quantitative data. The profiles allow monitoring to ensure that workload conforms to established objectives for individuals. departments. academic ranks and series. Finally. the authors discuss future directions for their MBR system. PU  - LIPPINCOTT WILLIAMS {\&} WILKINS PI  - PHILADELPHIA PA  - TWO COMMERCE SQ. 2001 MARKET ST. PHILADELPHIA. PA 19103 USA
656,One of the main challenges facing primary mainstream teachers in Dubai in the United Arab Emirates (UAE) stems from the current educational movement towards inclusion. It is an international phenomenon. a process that emphasizes providing special education services to students with special educational needs within the regular classrooms. The purpose of the study was to identify perceptions about educating students with special educational needs in the mainstream education setting. The researchers examined the issue of inclusive education and the attitudes towards inclusion among the primary mainstream teachers in Dubai in the large private sector. The study was also designed to identify whether these teachers perceived themselves capable of adapting to what inclusion requires.The study relied on qualitative methods. Questionnaires were given to primary mainstream teachers working in two large private schools in Dubai. Additionally teachers were interviewed too. All teachers involved in the study are expatriates. An analysis of data collected indicated that primary mainstream teachers in Dubai in the private sector favour traditional special education service delivery models over full inclusive practices. These teachers felt students with special educational needs lack skills needed to master the mainstream regular classroom course content. The teachers also expressed that the heavy teaching load in the mainstream classroom makes it hard to meet the needs of students with special educational needs in the private sector. However. results also indicated that teachers perceive additional training. support from administrators. and access to related services and resources as necessary in order to meet the needs of their students with special educational needs in the mainstream education setting. The study ended with research based recommendations for future practice. PU  - Sped Sp Zoo PI  - Bielsko-Biala PA  - Legionow 6. Bielsko-Biala. POLAND
657,"The problem under study is current and relevant due to the contradiction between the understanding of the need to digitalize the educational process. to overcome the ""digital gap"" in the student-teacher relationship. and the lack of an effective method for improving the skills of the teaching staff that allows them to organize their professional activities using digital technologies.The teaching load of the university teacher. the variety of digital technologies and methods of their use in the educational process do not allow to organize advanced training courses in a mode parallel to the main educational process of the university and in isolation from the electronic information and education environment of the institution.In this regard. this article is aimed at testing the hypothesis that the successful digitalization of the educational process in a separate educational institution is facilitated by mass training courses organized with direct immersion of participants in the digital environment.The leading method of studying this problem was a pedagogical experiment conducted among university teachers and students. which allowed us to identify a positive trend in the readiness of teachers to use the possibilities of the electronic information and education environment of the university based on the results of the proposed method. PU  - EJMANAGER LLC PI  - WILMINGTON PA  - 913 N MARKET ST. STE 200. WILMINGTON. DE 19801 USA"
658,"The article highlights the results of the practical application of modern information and communication technologies in the management of institutions of higher education on the example of the Kyiv National University of Technology and Design (KNUTD). The constituents of the quality management system of educational activity are considered. The subsystems of the automated control system of educational activity of the university have been characterised and analysed. The key elements of the information systems use dare the following electronic databases: students and their academic performance, results of employment, students' satisfaction with educational programs, distribution of the teaching load, teachers' performance, learning and teaching resources. facilities. equipment and their cost, other indicators of university activity. In addition to the popular application packages. such as ""iZETA"". ""The System of Financially-Oriented Management of Higher Education Institutions"". and ""Anti-Plagiarism"". the software products developed by KNUTD are described. Namely. the ""Schedule"" package allows one to form directories focused on the drawing up of class schedules which are accessible to all divisions. The software ""Electronic Journal"" provides monitoring of learning outcomes and prompt response to the failure of individual students, it serves for the formation of final control mark sheets. the evaluation of academic success rates of university students. etc. The electronic rating system ""RTS rating"" is used for the evaluation of research and teaching staff activity according to the results of their work in the reported year. The modular environment of the University's educational process. based on the Moodle distance learning platform. is described. It accumulates the teaching and methodological support necessary for conducting educational activities. The results of the research are of practical value since the implementation of the considered software products is capable of improving the quality and effectiveness of the management of educational activities of higher education institutions. PU  - NATL ACAD PEDAGOGICAL SCIENCES UKRAINE. INST INFO TECHNOL {\&} LEARNING TOOLS PI  - KYIV PA  - VUL M BERLYNSKOHO 9. KYIV. 04060. UKRAINE"
659,"The Public Management and Administration (PMA - in Spanish ""Gestion y Administracion Publica"". GAP) degree at the Universitat Jaume I (UJI) will close the first four years cycle in the next academic year (2011-2012 to 2015-2016). Graduates in PMA have many and varied career expectative. ranging from the local administration until European and international administration. or both the public and private sector. The PMA degree was designed according the Bologna degree structure adapted for Spain by a statute law: 4 + 1, four years or 240 European Credit Transfer System (ECTS) credits (60 cr/y) assigned to the degree. and one year or 60 ECTS credits assigned to the master.Recently. the Ministry of Education issued a regulatory law (National Official Newsletter - BOE- 2015, 29. Feb 3: 8088- 8091, http://www.boe.es/boe/dias/2015/02/03/pdfs/BOE-A-2015-943.pdf) for organising the university studies in a different structure according the rest of Bologna studies in Europe: 3 + 2, three years or 180 European Credit Transfer System (ECTS) credits (60 cr/y) assigned to the degree. and two years or 120 ECTS credits assigned to the master. Essentially. this law corrects the great mistake the then executive did more than ten years ago imposing longer degrees than the rest of the Bologna territory. But. really. creates a new problem because merely abolish the 4+1 structure for new and existing degrees. and. in addition. it has to be applied since the new academic year 2015-2016. just when the existing educational surveillance authorities finish their own organisation revision. Other problem is not all degrees have created a ""natural"" continuity in related masters. At Spain. since a degree or master is posed to the university authorities. until it starts to run. it may take more than two years. and every study is officially reviewed (by the educational surveillance authorities) every six years. General speaking. the environment of the Bologna studies could be characterised by a parameter representing the total time spent by students to reach a master degree. and it is set as invariant of five years in the expression n1 + n2 = 5. when n1 = 1.... 4 and n2 = 1.... 4 (some specific studies. as Medicine. are excluded because they are longer). Therefore. we cannot dismiss that next Spanish executives issue new regulatory laws setting studies' curricula as '1+4'. '2+3' too. or (come back to) 4+1 structures.This is a new challenge for the PMA degree in its fourth year: to move or not to the new 3+2 curriculum design. despite it is not yet consolidated. But some questions must be answered and a bunch of tethers should be released before entering in the formal process to create a new 3 years PMA degree and the corresponding 2 years master. The main questions are the following: (1) Could be more interesting for prospective students make a degree of three years instead of four years?, (2) What master or masters' catalogue UJI could offer as a continuation of the ""+2""?, (3) How has to change the financial system in public universities to face the re-structuration and compete against private universities?, (4) How can. UJI and departments. manage the teaching load loss related to the migration from ""4+"" to ""3+"". and the consequent wide reorganization of official teaching assignments? The aim of this work is to reflect on these issues and try to find approximate answers based on our current and past educational and academic experience. PU  - IATED-INT ASSOC TECHNOLOGY EDUCATION A{\&} DEVELOPMENT PI  - VALENICA PA  - LAURI VOLPI 6. VALENICA. BURJASSOT 46100. SPAIN"
660,The implementation of undergraduate and postgraduate degrees in Spanish universities has been accompanied by a review of the teaching methodologies used. These methodologies incorporating. in many cases. new Information and Communication Technologies (ICT). The ICT of Audience Response Systems (ARS). Clickers. and videos (mUVies) were used in a quantitative subject of a degree offered by the Universitat de Valencia (UV). in an attempt to mitigate the low teaching load of the same and provide students with support material inside and outside the classroom. The work presented examines the students' perception of the use of these ICTs in their learning process and also the volume of work involved in its implementation. Using descriptive and inferential analyses of the opinions obtained in the ICT surveys and the results of the continuous assessment and the final exam. we conclude that the students valued the use of both ICTs very positively with average score higher than 8 (out of 10). rating better the mUVies than Clickers. As for the volume of work that the implementation of ICTs. this is estimated at about 7.5 hours for students and about 132.5 hours for teachers. PU  - UNIV VALENCIA. SERVICIO PUBLICACIONS PI  - VALENCIA PA  - ARTS GRAFIQUES. 13. VALENCIA. 46010. SPAIN
661,This article analyses the determinants of job satisfaction amongst Spanish academics. paying particular attention to the impact of research productivity and differences across graduation cohorts. Research productivity is a very relevant factor in explaining job satisfaction in academics in different stages of their career. Interesting differences across graduation cohorts are found as regards the impact of research productivity and other satisfaction drivers. such as other research outcomes - research stays abroad and cooperation with teams abroad - and teaching load. marital status and young children. Higher education institutions aiming to foster productivity and stability in their academic staff should adapt their incentive systems to the preferences and concerns of this particular type of worker and promote their internal motivation. PU  - ROUTLEDGE JOURNALS. TAYLOR {\&} FRANCIS LTD PI  - ABINGDON PA  - 2-4 PARK SQUARE. MILTON PARK. ABINGDON OX14 4RN. OXON. ENGLAND
662,Since 1997. the Korean Ministry of Education (MOE) has been implementing a primary school English program for the 3rd to the 6th grader as part of its globalization effort. After ten years of implementation. this program has been criticized for a lack of continuity between the primary and secondary school English curriculum. This problem is largely ascribed to the insufficient instructional hours for English classes offered in primary schools. Under the current system. 3rd and 4th graders take English classes once a week while 5th and 6th graders receive two classes per week. Accordingly. the MOE has piloted a new program to increase the number of instructional hours of primary school English classes. The present study surveyed 306 classroom teachers and 685 students who have participated in this pilot program to examine the positive and negative aspects of the new initiative. The findings show that while the participants felt that there was a clear need for increased instructional hours. they pointed out several barriers to quickly adopting the program. The main barriers to implementing the program were increased teaching load and a lack of highly qualified teachers. PU  - Korea Association Of Teachers Of English
663,In medical studies. pharmacology is a subject with a high teaching and study load. The COVID-19 pandemic-related switch to distance learning implies challenges for students and teachers. To identify changes of behavior. attitudes. and needs among students and teachers in clinical pharmacology during the pandemic. regular surveys were conducted at Ulm University. Germany. Overall. 884 students and 5 teachers answered the survey. Over time. students' usage of learning materials in print form and further literature (textbooks. guidelines) constantly decreased. In turn. most students used digital materials provided via a learning management system. Attitudes and opinions of students and teachers significantly differed regarding (i) the benefit of certain teaching formats and learning materials. (ii) open-mindedness towards e-learning. and (iii) future visions. Most students and lecturers stated that they spent more time on study or teaching-related activities. respectively. and had less contact with fellow students or colleagues in comparison to pre-pandemic times. Furthermore. the subjective teaching load for most lecturers (80{\%}) increased during the pandemic. To identify determinants of learning success. the survey data were correlated with students' gradings in the written exams of clinical pharmacology. In the first online semester (summer term 2020). the use of paper-based learning scripts was correlated with better exam grades. No correlation with grade was found for any other learning materials. Age was inversely correlated with exam grading. Striking a balance between the future visions and needs of students and teachers implies a particular challenge for the educational system of the next years. PU  - SPRINGER PI  - NEW YORK PA  - ONE NEW YORK PLAZA. SUITE 4600. NEW YORK. NY. UNITED STATES
664,The recent modernization of the higher education system in Russia developed a network of universities with special status and financial support. Such universities have become centers of attraction for young people from different regions of the Russian Federation. The focus of this study. however. is on how the universities that do not enjoy such a special status maintain and attract enrollment in such a context. More specifically. the study focuses on the social practices that underpin the process of such enrollment and utilizes the methodological framework for the study of social practices developed by Zaslayskaya.The study reveals that these universities face problems both with the quality and quantity of applicants. They spontaneously adapt to this situation by recruiting applicants to publicly and privately funded places in order to solve their internal contradictory problems - on one hand. to maintain enrollment in order to preserve an educational program and the teaching load of instructors. while. on the other. complying with regulatory requirements regarding the selection of applicants and the level of their further training. The violation of these requirements can have extremely negative consequences for universities.By analyzing normative documents. the study further reveals how these practices were formed to ensure the survival of universities. The author argues that existing practices distort competitive selection and create institutional obstacles to the modernization of regional economics by having a detrimental effect on regional human capital. These practices are. in part. of non-legal nature. because they are often accompanied by violations of regulatory requirements and moral obligations of universities to provide quality higher education. The article concludes. however. that the identified practices are not local. They are rooted differentially across Russian universities depending on their status. the competitive potential of universities and where universities operate. Finally. the author elaborates on solutions to transform existing practices in accordance with the goals of regional higher education systems. PU  - NATL RESEARCH UNIV HIGHER SCH ECONOMICS PI  - MOSCOW PA  - SHABOLOVKA. 26. MOSCOW. 119049. RUSSIA
665,"The article presents the results of comparative analysis of training for teachers of postgraduate pedagogical education institutes for various forms of training: full-time. full-time-distance and distance after the author's program ""Teacher training of postgraduate pedagogical education institutes for use of audiovisual teaching aids.""The comparison was done on such indicators as the number of participants who completed the training. the pace of learning. quality control test mastery of the material of the course. the qualitative and quantitative performance indicators of individual case studies. As a result. the article identifies the main advantages and disadvantages of each form of education and recommended the most effective form of in-service training of the teaching load. PU  - NATL ACAD PEDAGOGICAL SCIENCES UKRAINE. INST INFO TECHNOL {\&} LEARNING TOOLS PI  - KYIV PA  - VUL M BERLYNSKOHO 9. KYIV. 04060. UKRAINE"
666,Contemporary Brazil is experiencing teaching reforms at all levels: elimination of disciplines. changes in teaching load as well as by the creation of educational programs (for instance. the Institutional Program for Teaching-Enhancing Scholarships - PIBID) that promote the teaching of threatened disciplines such as Physics. Mathematics. Chemistry and even Portuguese. It is thus important to recover the country's pedagogical history so that the function of disciplines in school and in society and the status currently attribute to them can be properly understood. This article discusses the history of the teaching of literature in Brazil. The discussion will be backed by statements on the teaching of literature in schools since the 2008 establishment of the PIBID by the Coordination for the Upgrading of Personnel in Higher Education (Capes). PU  - UNIV BRASILIA. DEPT TEORIA LITERARIA {\&} LITERATURAS PI  - BRASILIA DF PA  - CAMPUS UNIV DARCY RIBEIRO. ICC ALA B. CENTRO. SOBRELOJA. SALA B1-305. BRASILIA DF. CEP 70910-90. BRAZIL
667,Accelerated nursing programmes for nonnursing college graduates were developed primarily to address a shortage of nurses in the USA. This article describes a unique Canadian programme which has evolved in response to demand from an increasingly older and well-qualified applicant pool for recognition of their relevant previous educational experience. In an 8-week period in the summer of 1993. 18 students completed the requirements for Year I of the 4-year baccalaureate nursing programme. When compared to their generic counterparts. these 'fast-trackers' were found to be older. more likely to be part-time and. at the end of Year 2 were academically equivalent. Students in the programme were highly enthusiastic. citing the benefits of saving a year of student costs and of entering the profession a year earlier. Faculty involved with the programme were positive about the benefits for students. although a drawback for full-time faculty was the impact of a heavy summer teaching load on other scholarly activities. Because of the programme's success. consideration now being given to extending the fast-track option beyond Year I. PU  - CHURCHILL LIVINGSTONE PI  - EDINBURGH PA  - JOURNAL PRODUCTION DEPT. ROBERT STEVENSON HOUSE. 1-3 BAXTERS PLACE. LEITH WALK. EDINBURGH. MIDLOTHIAN. SCOTLAND EH1 3AF
668,This study evaluated a new sport science curriculum in Malaysian secondary schools. Four implementation dimensions ('teaching ability'. 'administration of sport science programme'. 'teaching duty allocation' and 'non-human factors') were examined. 135 schools and 94 teachers were surveyed. 81{\%} teachers were male and 85{\%} were under 40. About half of the respondents were trained in sport science and had 1-2 years teaching experience. Over 90{\%} of teachers perceived they have knowledge to teach and can manage students. However. 80{\%} felt they need more exposure and training. Male teachers were better than female teachers in managing students and conducting activities/ experiments. Experienced teachers were better in conducting activities and experiments. Teachers majoring in sport science were more knowledgeable while PE majors found teaching sport science challenging. Most teachers perceived that teaching facilities. financial allocation and reference resources were inadequate. Majority of the administrators consulted teachers before assigning teaching load but failed to observe teaching. This research provides invaluable feedbacks on the implementation of the programme. PU  - E D P SCIENCES PI  - CEDEX A PA  - 17 AVE DU HOGGAR PARC D ACTIVITES COUTABOEUF BP 112. F-91944 CEDEX A. FRANCE
669,In recent years. China's economic strength has been developing rapidly. At the same time. people's daily living standards have also been increasingly rising. In this context. the authorities are paying more and more attention to the training of students as well as talents. As a result. the quality of classroom teaching in universities has become a major concern. As an essential evaluation tool for teaching quality. evaluation of classroom teaching has been widely recognised and implemented. With the rapid development of computer technology and information technology. teaching evaluation based on various algorithms has been widely used. thus becoming an increasingly important teaching evaluation method. Thus. classroom teaching assessment has become one of the hot issues discussed in the field of education both at home and abroad. A great number of universities are now fully aware that the effectiveness of teachers is central to their survival and development and can have a direct impact on the training of students. The criteria for evaluating the effectiveness of teaching are highly subjective. but at the same time. there is a considerable degree of objectivity. As a result. the application of more scientific methods and computational data can make the results of classroom assessment more reliable. However. there is a lack of reliable reference data for evaluating the quality of classroom teaching in higher education. In addition. it is difficult to develop an evaluation data management and evaluation management model based on multiple data sources. which may cause a negative effect on the impartiality and objectivity of evaluation results. What is worse. many teachers do not have enough time to interact with their students. After all. most teachers in universities now have a heavy teaching load. and much of their time is spent on lesson preparation. Hence. they usually lack active interaction with their students. In the current education system. the objectives of higher education are mainly test-taking. and practical application is lacking. Therefore. based on the existing teaching basis. how to improve the effectiveness of university classroom teaching and improve the overall quality of students on the basis of test-taking objectives will be a key issue in teaching research. In order to solve this problem. this paper mainly researches the evaluation of classroom teaching quality in universities based on the interval intuitionistic fuzzy theory. This study is based on a detailed analysis of the needs of teaching quality assessment management. in terms of comprehensiveness of assessment and data sources. Then. the teaching evaluation system is designed and developed based on an analysis of the roles of students and teachers. This system can be applied to speed up the efficiency and fairness of teaching evaluation in universities. thereby greatly improving the management of teaching in universities. PU  - HINDAWI LTD PI  - LONDON PA  - ADAM HOUSE. 3RD FLR. 1 FITZROY SQ. LONDON. W1T 5HF. ENGLAND
670,This article presents new quasi-experimental evidence regarding the effectiveness of teaching-oriented faculty with tenure-track appointment. a model pioneered at the University of California (UC) system. Using data from six cohorts of students at a UC campus. we examine the impact of initial course-taking with three distinct types of instructors-tenure-track research faculty. tenure-track teaching faculty. and contingent lecturers-on students' current and subsequent academic outcomes. Descriptive analyses indicate that tenure-track teaching faculty assume a substantially larger teaching load than either research faculty or lecturers. Using a three-way fixed effects model. we find limited evidence supporting differences by faculty type on either current or downstream student outcomes. PU  - SAGE PUBLICATIONS INC PI  - THOUSAND OAKS PA  - 2455 TELLER RD. THOUSAND OAKS. CA 91320 USA
671,Fourteen years of biographical time-series data were analyzed quantitatively retrospectively using the historiometric approach. The data were descriptions of self-recorded daily working hours for one academic researcher's career and life. The researcher's unexpected death was preceded by a notable decline in daily working hours and conference travels commencing two years before. Well-known calendar effects (week and academic year) as well as effects of increased academic rank and duties on working hours were all discernible in these unobtrusive data. However. effort (total working hours) did not predict concurrent or near-future research output. even when teaching load was controlled for. PU  - AMMONS SCIENTIFIC. LTD PI  - MISSOULA PA  - PO BOX 9229. MISSOULA. MT 59807-9229 USA
